"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/27/2012","Br Outlet Usa","POS PURCHASE POS29200003 1527183 BR OUTLET USA MILPITAS CA","107.26","debit","Clothing","Spend - everyday spending","",""
"8/27/2012","Anh Hong","CHECK CARD PURCHASE XXXXX4884 ANH HONG BO 7 MON REST BERKELEY CA","11.13","debit","Restaurants","Spend - everyday spending","",""
"8/27/2012","Wal-Mart","POS PURCHASE POS21190012 1527184 WAL-MART STORE MILPITAS CA","102.92","debit","Shopping","Spend - everyday spending","",""
"8/27/2012","Geico","RECURRING CHECK CARD XXXXX4240 GEICO XXXXX3000 DC","119.38","debit","Auto Insurance","Spend - everyday spending","",""
"8/27/2012","Valero","CHECK CARD PURCHASE XXXXX4884 C &#038; H VALERO SAN JOSE CA","8.64","debit","Gas & Fuel","Spend - everyday spending","",""
"8/27/2012","Wal-Mart","POS PURCHASE POS21190093 1527185 WAL-MART STORE MILPITAS CA","500.70","debit","Shopping","Spend - everyday spending","",""
"8/27/2012","Shipyourcarnow Fl","CHECK CARD PURCHASE XXXXX4884 SHIPYOURCARNOW XXXXX5805 FL","150.00","debit","Uncategorized","Spend - everyday spending","",""
"8/27/2012","Sea Port Restaurant","CHECK CARD PURCHASE XXXXX4884 SEA PORT RESTAURANT SAN JOSE CA","37.00","debit","Restaurants","Spend - everyday spending","",""
"8/27/2012","ATM Fee","ATM WITHDRAWAL FEE","2.50","debit","ATM Fee","Spend - everyday spending","",""
"8/27/2012","Com Tam Thanh","CHECK CARD PURCHASE XXXXX4884 COM TAM THANH 2 MILPITAS CA","11.00","debit","Restaurants","Spend - everyday spending","",""
"8/24/2012","Osha Thai","CHECK CARD PURCHASE XXXXX4884 OSHA THAI 2ND STREET I SAN FRANCIS CA","47.00","debit","Restaurants","Spend - everyday spending","",""
"8/24/2012","BART","POS PURCHASE POS00520485 0522170 BART-FREMONT FREMONT CA","8.70","debit","Public Transportation","Spend - everyday spending","",""
"8/23/2012","Shell","POS PURCHASE POS86531101 0449283 SHELL SERVICE MOUNTAIN VIE CA","21.56","debit","Gas & Fuel","Spend - everyday spending","",""
"8/22/2012","Nguyen Restaurant","PHO NGUYEN RESTAURANT","18.00","debit","Restaurants","Chase freedom CC","",""
"8/22/2012","Shell","POS PURCHASE POS86531101 0431081 SHELL SERVICE MOUNTAIN VIE CA","20.16","debit","Gas & Fuel","Spend - everyday spending","",""
"8/22/2012","Sfo Parking It","CHECK CARD PURCHASE XXXXX4884 SFO PARKING IT-A LEQ96 SAN FRANCIS CA","12.00","debit","Parking","Spend - everyday spending","",""
"8/21/2012","Delta","CHECK CARD PURCHASE XXXXX4884 DELTA AIR XXXXX6374 ATLANTA GA","1354.10","debit","Air Travel","Spend - everyday spending","",""
"8/21/2012","Palo Alto Ca","CHECK CARD PURCHASE XXXXX4884 76 10032589 PALO ALTO CA","40.18","debit","Uncategorized","Spend - everyday spending","",""
"8/21/2012","PayPal","ACH WEB-SINGLE 4CCJ266KGB2TE PAYPAL ECHECK","117.00","debit","Shopping","Spend - everyday spending","",""
"8/20/2012","GUESS","POS PURCHASE POS00000002 1523412 GUESS #7003 MILPITAS CA","11.38","debit","Clothing","Spend - everyday spending","",""
"8/20/2012","Supperclub","CHECK CARD PURCHASE XXXXX4884 SUPPERCLUB SAN FRANCIS SAN FRANCIS CA","10.00","debit","Restaurants","Spend - everyday spending","",""
"8/20/2012","Sea Port Restaurant","CHECK CARD PURCHASE XXXXX4884 SEA PORT RESTAURANT SAN JOSE CA","30.00","debit","Restaurants","Spend - everyday spending","",""
"8/20/2012","Supperclub","CHECK CARD PURCHASE XXXXX4884 SUPPERCLUB SAN FRANCIS SAN FRANCIS CA","11.00","debit","Restaurants","Spend - everyday spending","",""
"8/20/2012","Chevron","CHECK CARD PURCHASE XXXXX4884 CHEVRON 00094259 SAN JOSE CA","36.55","debit","Gas & Fuel","Spend - everyday spending","",""
"8/16/2012","Wal-Mart","POS PURCHASE POS22800012 0468005 WAL-MART STORE MOUNTAIN VIE CA","33.21","debit","Shopping","Spend - everyday spending","",""
"8/15/2012","Zd Linkedin Corpora","ACH CREDIT XXXXX0972ZD LINKEDIN CORPORA DIRECT DEP","2913.40","credit","Paycheck","Spend - everyday spending","",""
"8/14/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"8/14/2012","Interest Charged Purchases","Interest Charged on Purchases","1.84","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"8/14/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"8/14/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"8/14/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"8/14/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"8/14/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","1.84","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"8/14/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"8/13/2012","Interest Charge","PURCHASE INTEREST CHARGE","38.08","debit","Finance Charge","Chase freedom CC","",""
"8/13/2012","Zipcar","ZIPCAR INC","35.00","debit","Rental Car & Taxi","Chase freedom CC","",""
"8/13/2012","Sfo Parkingcentral Q","CHECK CARD PURCHASE XXXXX4884 SFO PARKINGCENTRAL-Q96 SAN FRANCIS CA","6.00","debit","Parking","Spend - everyday spending","",""
"8/13/2012","In-N-Out Burger","CHECK CARD PURCHASE XXXXX4884 IN-N-OUT BURGER 000000 SUNNYVALE CA","5.20","debit","Fast Food","Spend - everyday spending","",""
"8/13/2012","Gameloft","CHECK CARD PURCHASE XXXXX4884 GOOGLE *Gameloft GOOGLE.COM/ CA","0.99","debit","Uncategorized","Spend - everyday spending","",""
"8/13/2012","Chase Autopay","ACH DEBIT XXXXX1264 CHASE AUTOPAY","54.00","debit","Bills & Utilities","Spend - everyday spending","",""
"8/13/2012","Lily Mac Restaurant","CHECK CARD PURCHASE XXXXX4884 LILY MAC&#039;S RESTAURANT SUNNYVALE CA","15.00","debit","Restaurants","Spend - everyday spending","",""
"8/13/2012","Sunnyvale Car Wash","CHECK CARD PURCHASE XXXXX4884 SUNNYVALE CAR WASH SUNNYVALE CA","30.30","debit","Service & Parts","Spend - everyday spending","",""
"8/13/2012","Tomi Japanese Seafood","CHECK CARD PURCHASE XXXXX4884 TOMI JAPANESE SEAFOOD SAN JOSE CA","31.41","debit","Restaurants","Spend - everyday spending","",""
"8/10/2012","Transfer from Spend","AUTOMATIC PAYMENT - THANK","54.00","credit","Credit Card Payment","Chase freedom CC","",""
"8/09/2012","Amazon","CHECK CARD PURCHASE XXXXX4884 AMAZON MKTPLACE PMTS AMZN.COM/BI WA","52.82","debit","Shopping","Spend - everyday spending","",""
"8/09/2012","Citi Autopay","ACH WEBRECUR XXXXX5647 CITI AUTOPAY PAYMENT","35.00","debit","Credit card","Spend - everyday spending","",""
"8/08/2012","Honda","ACH WEBSINGLE XXXXX2202W AM-HONDA PMT","393.59","debit","Auto Payment","Spend - everyday spending","",""
"8/08/2012","Linkedin Corpora Au","ACH CREDIT 45344 LINKEDIN CORPORA 08AU12E2U","562.50","credit","Income","Spend - everyday spending","",""
"8/08/2012","Vis Hp Home","CHECK CARD CREDIT 7111540002 VIS 0806 HP HOME STORE XXXXX4747 CA","260.10","credit","Income","Spend - everyday spending","",""
"8/08/2012","Lee Sandwiches Milpitas","CHECK CARD PURCHASE XXXXX4884 LEE&#039;S SANDWICHES MILPITAS CA","7.00","debit","Restaurants","Spend - everyday spending","",""
"8/08/2012","Panda Country Kitchen","CHECK CARD PURCHASE XXXXX4884 PANDA COUNTRY KITCHEN CUPERTINO CA","27.00","debit","Restaurants","Spend - everyday spending","",""
"8/07/2012","HP Home Store","CHECK CARD PURCHASE XXXXX4884 HP HOME STORE XXXXX4747 CA","260.10","debit","Electronics & Software","Spend - everyday spending","",""
"8/07/2012","Pho Nguyen Restaurant","CHECK CARD PURCHASE XXXXX4884 PHO NGUYEN RESTAURANT MILPITAS CA","14.00","debit","Restaurants","Spend - everyday spending","",""
"8/06/2012","Triangle","CHECK CARD PURCHASE XXXXX4884 THE TRIANGLE LOT201Q50 SAN FRANCIS CA","21.00","debit","Business Services","Spend - everyday spending","",""
"8/03/2012","Boiling Crab","CHECK CARD PURCHASE XXXXX4884 THE BOILING CRAB SAN JOSE CA","120.00","debit","Restaurants","Spend - everyday spending","",""
"8/03/2012","Milpitas Ca","CHECK CARD PURCHASE XXXXX4884 76 10097046 MILPITAS CA","64.08","debit","Uncategorized","Spend - everyday spending","",""
"8/02/2012","Target","POS PURCHASE POS03749952 0464292 TARGET T2238 T SAN JOSE CA","4.49","debit","Shopping","Spend - everyday spending","",""
"8/02/2012","Transfer to Bank of America - Student Platinum Plus Visa","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Credit Card Payment","Spend - everyday spending","",""
"8/01/2012","Transfer from Spend","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"8/01/2012","Tuition Mgmt Sys","ACH DEBIT XXXXX0726 TUITION MGMT SYS TMSMPP PMT","2600.00","debit","Tuition","Spend - everyday spending","",""
"7/31/2012","Check 7009","CHECK 7009 075227540","395.00","debit","Check","Spend - everyday spending","",""
"7/31/2012","Zd Linkedin Corpora","ACH CREDIT XXXXX1772ZD LINKEDIN CORPORA DIRECT DEP","2804.01","credit","Paycheck","Spend - everyday spending","",""
"7/30/2012","In-N-Out Burger","CHECK CARD PURCHASE XXXXX4884 IN-N-OUT BURGER 000000 MILPITAS CA","7.26","debit","Fast Food","Spend - everyday spending","",""
"7/30/2012","Transfer to PayPal Account","RECURRING CHECK CARD XXXXX4211 LIVINGSOCIAL XXXXX8945 DC","10.00","debit","Transfer","Spend - everyday spending","",""
"7/30/2012","ATM Deposit","ATM TRANSACTION FEE REIMBURSEMENT","2.50","credit","Income","Spend - everyday spending","",""
"7/30/2012","Airbnb Ca","CHECK CARD PURCHASE XXXXX4884 AIRBNB XXXXX5301 CA","44.00","debit","Uncategorized","Spend - everyday spending","",""
"7/28/2012","Wrapbootstrap","Payment To WrapBootstrap","20.00","debit","Uncategorized","PayPal Smart Connect","",""
"7/27/2012","Geico","RECURRING CHECK CARD XXXXX4209 GEICO XXXXX3000 DC","113.49","debit","Auto Insurance","Spend - everyday spending","",""
"7/26/2012","Transfer to PayPal Account","RECURRING CHECK CARD XXXXX4208 REBTEL SERVICES LUXEMBOURG SE","10.00","debit","Transfer","Spend - everyday spending","",""
"7/26/2012","House Of Pho","CHECK CARD PURCHASE XXXXX4884 HOUSE OF PHO LLC. SUNNYVALE CA","17.07","debit","Restaurants","Spend - everyday spending","",""
"7/26/2012","Coach","CHECK CARD PURCHASE XXXXX4884 COACH USA INC XXXXX7580 NJ","7.50","debit","Clothing","Spend - everyday spending","",""
"7/26/2012","Foreign Transaction Fee","INTERNATIONAL POS FEE VIS 0725 SE","0.30","debit","Service Fee","Spend - everyday spending","",""
"7/23/2012","Devices","CHECK CARD PURCHASE XXXXX4884 GOOGLE *Devices GOOGLE.COM/ CA","388.73","debit","Uncategorized","Spend - everyday spending","",""
"7/23/2012","PayPal","ACH WEB-SINGLE 4CCJ263QBN33J PAYPAL ECHECK","150.00","debit","Shopping","Spend - everyday spending","",""
"7/23/2012","Shell","POS PURCHASE POS86178601 1442530 SHELL SERVICE MILPITAS CA","64.55","debit","Gas & Fuel","Spend - everyday spending","",""
"7/22/2012","Power Link China","Payment To Power Link (China) Limited","4.95","debit","Uncategorized","PayPal Smart Connect","",""
"7/22/2012","Power Link China","Payment To Power Link (China) Limited","2.43","debit","Uncategorized","PayPal Smart Connect","",""
"7/21/2012","Goggles U Com","Payment To Goggles4u.com (American Eye Vision Inc.)","14.85","debit","Eyecare","PayPal Smart Connect","",""
"7/20/2012","Shell","POS PURCHASE POS89121701 0502849 SHELL SERVICE SAN FRANCISC CA","13.95","debit","Gas & Fuel","Spend - everyday spending","",""
"7/20/2012","In-N-Out Burger","CHECK CARD PURCHASE XXXXX4884 IN-N-OUT BURGER 000000 MILPITAS CA","5.20","debit","Fast Food","Spend - everyday spending","",""
"7/19/2012","Roll House","CHECK CARD PURCHASE XXXXX4884 ROLL HOUSE SANTA CLARA CA","12.00","debit","Restaurants","Spend - everyday spending","",""
"7/19/2012","AMC","CHECK CARD PURCHASE XXXXX4884 AMC CUPERTINO 01004241 CUPERTINO CA","11.50","debit","Movies & DVDs","Spend - everyday spending","",""
"7/17/2012","Han Il Kwan","CHECK CARD PURCHASE XXXXX4884 HAN IL KWAN SAN FRANCIS CA","45.00","debit","Restaurants","Spend - everyday spending","",""
"7/16/2012","T-Mobile","CHECK CARD PURCHASE XXXXX4884 TMOBILECOMPAYMENT XXXXX8997 WA","123.92","debit","Mobile Phone","Spend - everyday spending","",""
"7/16/2012","Pho Nguyen Restaurant","CHECK CARD PURCHASE XXXXX4884 PHO NGUYEN RESTAURANT MILPITAS CA","20.00","debit","Restaurants","Spend - everyday spending","",""
"7/14/2012","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","2.10","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"7/14/2012","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"7/14/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"7/14/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"7/13/2012","Interest Charge","PURCHASE INTEREST CHARGE","35.45","debit","Finance Charge","Chase freedom CC","",""
"7/13/2012","Zd Linkedin Corpora","ACH CREDIT XXXXX0352ZD LINKEDIN CORPORA DIRECT DEP","2511.37","credit","Paycheck","Spend - everyday spending","",""
"7/13/2012","Shell","POS PURCHASE POS86531101 0508866 SHELL SERVICE MOUNTAIN VIE CA","62.62","debit","Gas & Fuel","Spend - everyday spending","",""
"7/13/2012","Southwest Airlines","Payment To Southwest Airlines","191.60","debit","Air Travel","PayPal Smart Connect","",""
"7/11/2012","Lee's Sandwiches","LEE'S SANDWICHES","7.91","debit","Restaurants","Chase freedom CC","",""
"7/10/2012","Citi Autopay","ACH WEBRECUR XXXXX6603 CITI AUTOPAY PAYMENT","35.00","debit","Credit card","Spend - everyday spending","",""
"7/09/2012","ATM Fee","ATM WITHDRAWAL MACA130371N0706 4884 680 BARBER LN MILPITAS CA","2.50","debit","ATM Fee","Spend - everyday spending","",""
"7/09/2012","ATM Withdrawal","ATM WITHDRAWAL MACA130371N0706 4884 680 BARBER LN MILPITAS CA","20.00","debit","Cash & ATM","Spend - everyday spending","",""
"7/09/2012","Transfer from Growth","ONLINE TRANSFER FROM XXXXX3489","30.00","credit","Hide from Budgets & Trends","Spend - everyday spending","",""
"7/09/2012","Honda","ACH WEBSINGLE XXXXX2202W AM-HONDA PMT","393.59","debit","Auto Payment","Spend - everyday spending","",""
"7/09/2012","ATM Fee","ATM WITHDRAWAL FEE","2.50","debit","ATM Fee","Spend - everyday spending","",""
"7/09/2012","Agenda","AGENDA RESTAURANT & LOUNG","37.00","debit","Advertising","Chase freedom CC","",""
"7/09/2012","Japanese Restaurants Hoshi","SONO JAPANESE RESTAURANT","18.97","debit","Restaurants","Chase freedom CC","",""
"7/09/2012","Pho Little Saigon","PHO LITTLE SAIGON","20.00","debit","Restaurants","Chase freedom CC","",""
"7/08/2012","Comcast","COMCAST THREERIVERS,PA","104.96","debit","Internet","Chase freedom CC","",""
"7/08/2012","Lee's Sandwiches","LEE'S SANDWICHES","7.00","debit","Restaurants","Chase freedom CC","",""
"7/08/2012","Chevron","CHEVRON 00090243","35.08","debit","Gas & Fuel","Chase freedom CC","",""
"7/07/2012","Top","Payment To Top Corporation","15.98","debit","Uncategorized","PayPal Smart Connect","",""
"7/05/2012","Check 7008","CHECK 7008 503216718","44.00","debit","APARTMENT RENT","Spend - everyday spending","",""
"7/05/2012","Check 7007","CHECK 7007 503216719","375.00","debit","APARTMENT RENT","Spend - everyday spending","",""
"7/05/2012","V Sattui Winery","V SATTUI WINERY RETAIL","26.94","debit","Alcohol & Bars","Chase freedom CC","",""
"7/05/2012","Car Wash","SUNNYVALE CAR WASH","38.05","debit","Uncategorized","Chase freedom CC","",""
"7/05/2012","Ranch","99 RANCH #1768","12.68","debit","Groceries","Chase freedom CC","",""
"7/03/2012","Tuition Mgmt Sys","ACH WEBSINGLE XXXXX8030 TUITION MGMT SYS TMSMPP PMT","2647.00","debit","Tuition","Spend - everyday spending","",""
"7/03/2012","Ckfxxxxx Bk Amer","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Credit card","Spend - everyday spending","",""
"7/03/2012","Amazon","CHECK CARD PURCHASE XXXXX4884 Amazon.com AMZN.COM/BI WA","19.99","debit","Shopping","Spend - everyday spending","",""
"7/02/2012","Transfer from Growth","BA ELECTRONIC PAYMENT C_PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"7/02/2012","Walgreens","WALGREENS #3671","10.90","debit","Pharmacy","Chase freedom CC","",""
"7/02/2012","Shell","SHELL OIL 57444260004","20.15","debit","Gas & Fuel","Chase freedom CC","",""
"7/02/2012","Xanh Restaurant","CHECK CARD PURCHASE XXXXX4884 XANH RESTAURANT MOUNTAIN VI CA","83.88","debit","Restaurants","Spend - everyday spending","",""
"7/02/2012","Lee Sandwiches Milpitas","CHECK CARD PURCHASE XXXXX4884 LEE&#039;S SANDWICHES MILPITAS CA","7.90","debit","Restaurants","Spend - everyday spending","",""
"7/02/2012","In-N-Out Burger","CHECK CARD PURCHASE XXXXX4884 IN-N-OUT BURGER 000000 MOUNTAIN VI CA","7.14","debit","Fast Food","Spend - everyday spending","",""
"7/02/2012","O'Reilly Auto Parts","POS PURCHASE POS14 1504769 OREILLY AUTO P MILPITAS CA","6.48","debit","Service & Parts","Spend - everyday spending","",""
"7/02/2012","O'Reilly Auto Parts","POS PURCHASE POS16 1504768 OREILLY AUTO P MILPITAS CA","3.78","debit","Service & Parts","Spend - everyday spending","",""
"7/01/2012","Hollister","HOLLISTER #335","139.01","credit","Credit Card Payment","Chase freedom CC","",""
"6/29/2012","Zd Linkedin Corpora","ACH CREDIT XXXXX9402ZD LINKEDIN CORPORA DIRECT DEP","2396.58","credit","Paycheck","Spend - everyday spending","",""
"6/29/2012","USPS","CHECK CARD PURCHASE XXXXX4884 USPS CHANGE OF66100959 XXXXX3150 TN","1.00","debit","Shipping","Spend - everyday spending","",""
"6/28/2012","Amazon","CHECK CARD PURCHASE XXXXX4884 Amazon.com AMZN.COM/BI WA","44.99","debit","Shopping","Spend - everyday spending","",""
"6/28/2012","Pho Nguyen Restaurant","CHECK CARD PURCHASE XXXXX4884 PHO NGUYEN RESTAURANT MILPITAS CA","10.00","debit","Restaurants","Spend - everyday spending","",""
"6/26/2012","Geico","CHECK CARD PURCHASE XXXXX4884 GEICO XXXXX3000 DC","119.39","debit","Auto Insurance","Spend - everyday spending","",""
"6/26/2012","Shell","POS PURCHASE POS86531101 0412706 SHELL SERVICE MOUNTAIN VIE CA","40.54","debit","Gas & Fuel","Spend - everyday spending","",""
"6/26/2012","Quill","CHECK CARD PURCHASE XXXXX4884 QUILL CORPORATION XXXXX8965 IL","4.28","debit","Shopping","Spend - everyday spending","",""
"6/26/2012","Extreme Auto Trim","Payment To Extreme Auto Trim","26.97","debit","Uncategorized","PayPal Smart Connect","",""
"6/25/2012","Shell","POS PURCHASE POS89170301 1460551 SHELL SERVICE OAKLAND CA","56.34","debit","Gas & Fuel","Spend - everyday spending","",""
"6/25/2012","Reebok","CHECK CARD PURCHASE XXXXX4884 wwwreebokcom XXXXX1743 MA","21.64","debit","Shopping","Spend - everyday spending","",""
"6/25/2012","Inventory Adjusters","Payment To Inventory Adjusters Inc.","75.00","debit","Uncategorized","PayPal Smart Connect","",""
"6/22/2012","Chase","ACH WEBSINGLE XXXXX8264 CHASE EPAY","500.00","debit","Restaurants","Spend - everyday spending","",""
"6/22/2012","Stanford Parking Meter","CHECK CARD PURCHASE XXXXX4884 STANFORD PARKING METER STANFORD CA","1.50","debit","Parking","Spend - everyday spending","",""
"6/21/2012","Transfer from Spend","Payment - Thank You","500.00","credit","Credit Card Payment","Chase freedom CC","",""
"6/20/2012","Rei Mountainview","REI 104 MOUNTAINVIEW","43.22","credit","Credit Card Payment","Chase freedom CC","",""
"6/20/2012","Transfer to Growth","ONLINE TRANSFER TO XXXXX3489","30.00","debit","Hide from Budgets & Trends","Spend - everyday spending","",""
"6/20/2012","PayPal","ACH WEB-SINGLE 4CCJ25YQY47R2 PAYPAL ECHECK","87.00","debit","Shopping","Spend - everyday spending","",""
"6/19/2012","Pho Vi Hoa","CHECK CARD PURCHASE XXXXX4884 PHO VI HOA RESTAURANT LOS ALTOS CA","20.00","debit","Restaurants","Spend - everyday spending","",""
"6/19/2012","University Shop","CHECK CARD PURCHASE XXXXX4884 UNIVERSITY SHOP #674 PALO ALTO CA","16.18","debit","Shopping","Spend - everyday spending","",""
"6/18/2012","Mobile Deposit","MOBILE DEPOSIT 1193561 XXXXX1596","1694.28","credit","Paycheck","Spend - everyday spending","",""
"6/18/2012","REI","CHECK CARD PURCHASE XXXXX4884 REI COM XXXXX2507 WA","43.23","debit","Shopping","Spend - everyday spending","",""
"6/18/2012","In-N-Out Burger","CHECK CARD PURCHASE XXXXX4884 IN-N-OUT BURGER 000000 SUNNYVALE CA","10.83","debit","Fast Food","Spend - everyday spending","",""
"6/15/2012","Shell","POS PURCHASE POS86547001 0534712 SHELL SERVICE SUNNYVALE CA","64.92","debit","Gas & Fuel","Spend - everyday spending","",""
"6/14/2012","Amazon","Amazon.com","169.00","debit","Shopping","Chase freedom CC","",""
"6/14/2012","Hollister","HOLLISTERCO.COM","187.34","debit","Clothing","Chase freedom CC","",""
"6/14/2012","Bath & Body Works","BATHANDBODYWORKS.COM","21.96","debit","Spa & Massage","Chase freedom CC","",""
"6/14/2012","Amazon","AMAZON MKTPLACE PMTS","12.47","debit","Shopping","Chase freedom CC","",""
"6/14/2012","Interest Charged Purchases","Interest Charged on Purchases","2.51","debit","Finance Charge","BankAmericard Platinum Plus Visa","",""
"6/14/2012","Interest Charged Balance","Interest Charged on Balance Transfers","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"6/14/2012","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"6/14/2012","Interest Charged Bank","Interest Charged on Bank Cash Advances","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"6/13/2012","Interest Charge","PURCHASE INTEREST CHARGE","22.76","debit","Finance Charge","Chase freedom CC","",""
"6/13/2012","Endless.com","Payment To EndlessConnections","1.19","debit","Clothing","PayPal Smart Connect","",""
"6/13/2012","Groupon","GROUPON INC","40.00","debit","Uncategorized","Chase freedom CC","",""
"6/13/2012","Hunan Chili Restaurant","HUNAN CHILI RESTAURANT","27.00","debit","Restaurants","Chase freedom CC","",""
"6/13/2012","Southwest Airlines","SOUTHWESTAIR5262445954059","205.80","debit","Air Travel","Chase freedom CC","",""
"6/11/2012","Citi Autopay","ACH WEBRECUR XXXXX5185 CITI AUTOPAY PAYMENT","35.00","debit","Bills & Utilities","Spend - everyday spending","",""
"6/11/2012","Chase Autopay","ACH DEBIT XXXXX7403 CHASE AUTOPAY","25.00","debit","Bills & Utilities","Spend - everyday spending","",""
"6/11/2012","In-N-Out Burger","CHECK CARD PURCHASE XXXXX4884 IN-N-OUT BURGER 000000 MOUNTAIN VI CA","6.71","debit","Fast Food","Spend - everyday spending","",""
"6/10/2012","Transfer from Spend","AUTOMATIC PAYMENT - THANK","25.00","credit","Credit Card Payment","Chase freedom CC","",""
"6/10/2012","Greyhound","GLI*GREYHOUNDLINES1508","45.99","debit","Travel","Chase freedom CC","",""
"6/07/2012","Century Theaters","CENTURY THEATRES 399","17.00","debit","Movies & DVDs","Chase freedom CC","",""
"6/06/2012","Good-Nite Inn","GOOD NITE INN FREMONT","4.95","debit","Hotel","Chase freedom CC","",""
"6/04/2012","Offers","CHECK CARD CREDIT 5301840002 VIS 0602 GOOGLE *Offers GOOGLE.COM/ CA","1.00","credit","Income","Spend - everyday spending","",""
"6/04/2012","Ckfxxxxx Bk Amer","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Bills & Utilities","Spend - everyday spending","",""
"6/03/2012","Check 76","76 10064822","38.23","debit","Check","Chase freedom CC","",""
"6/03/2012","Shell","SHELL OIL 57444185102","66.04","debit","Gas & Fuel","Chase freedom CC","",""
"6/01/2012","Ba Electronic","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"5/31/2012","Hollister","HOLLISTER #395","24.09","credit","Clothing","Chase freedom CC","",""
"5/31/2012","Pinkberry","PINKBERRY-IRVINE SPECT","8.45","debit","Restaurants","Chase freedom CC","",""
"5/30/2012","Food 4 Less","FOOD4LESS #0310","12.76","debit","Groceries","Chase freedom CC","",""
"5/30/2012","King","KING HARBOR SEAFOOD RESTA","513.34","debit","Service & Parts","Chase freedom CC","",""
"5/29/2012","Target","TARGET        00001925","6.28","debit","Shopping","Chase freedom CC","",""
"5/29/2012","Amazon","CHECK CARD PURCHASE XXXXX4884 AMAZON MKTPLACE PMTS AMZN.COM/BI WA","403.33","debit","Shopping","Spend - everyday spending","",""
"5/29/2012","Amazon","CHECK CARD PURCHASE XXXXX4884 Amazon.com AMZN.COM/BI WA","18.50","debit","Shopping","Spend - everyday spending","",""
"5/29/2012","Keri Madden","Payment To Keri Madden","212.50","debit","Uncategorized","PayPal Smart Connect","",""
"5/29/2012","Gunnar Sandstrom","Payment To Gunnar Sandstrom","248.50","debit","Uncategorized","PayPal Smart Connect","",""
"5/28/2012","Amazon","Amazon.com","9.99","debit","Shopping","Chase freedom CC","",""
"5/27/2012","Amazon","AMAZON MKTPLACE PMTS","111.50","debit","Shopping","Chase freedom CC","",""
"5/27/2012","Comcast","COMCAST THREERIVERS,PA","105.12","debit","Television","Chase freedom CC","",""
"5/24/2012","Amazon","RECURRING CHECK CARD XXXXX4145 Amazon Prime XXXXX2820 NV","39.00","debit","Shopping","Spend - everyday spending","",""
"5/24/2012","Kp Industries Llc","Payment To KP Industries LLC","32.45","debit","Uncategorized","PayPal Smart Connect","",""
"5/23/2012","Transfer from PayPal Account","ACH CREDIT 4CCJ25W4K4VKA PAYPAL TRANSFER","1000.00","credit","Transfer","Spend - everyday spending","",""
"5/23/2012","Recurring Rebtel Services","RECURRING CHECK CARD XXXXX4144 REBTEL SERVICES LUXEMBOURG SE","10.00","debit","Uncategorized","Spend - everyday spending","",""
"5/23/2012","Apple","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ONLINE STORE XXXXX2775 CA","5.29","debit","Electronics & Software","Spend - everyday spending","",""
